REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,TRNGGRPI0,1,2025,30.24828
REGION1,UANGHUPI0,1,2025,679.95558
REGION1,UANGPLPI0,1,2025,178.1784
REGION1,UANGROPI0,1,2025,1461.83814
REGION1,UANGSKPI0,1,2025,2992.7664
REGION1,BENGLUPI0,1,2025,231.12
REGION1,NGNGDZPI0,1,2025,0.0
REGION1,MZNGZAPI0,1,2025,212.0
REGION1,NGNGLYPI0,1,2025,0.0
REGION1,ETNGDJPI0,1,2025,0.0
REGION1,NGNGGQPI0,1,2025,0.0
REGION1,TZNGKEPI0,1,2025,0.0
REGION1,NGNGMAPI0,1,2025,0.0
REGION1,NGNGBJPI0,1,2025,175.85
REGION1,NGNGGHPI0,1,2025,175.85
REGION1,NGNGNEPI0,1,2025,1140.0
REGION1,NGNGTGPI0,1,2025,175.85
REGION1,NGNGTNPI0,1,2025,1273.0
REGION1,DZNGMAPI0,1,2025,456.0
REGION1,ALNGGRPI0,1,2026,53.03304
REGION1,ALNGITPI0,1,2026,722.20068
REGION1,ATNGDEPI0,1,2026,558.85734
REGION1,ATNGDEPI0,2,2026,606.58182
REGION1,ATNGHUPI0,1,2026,201.14712
REGION1,ATNGITPI0,1,2026,1577.27304
REGION1,ATNGITPI0,2,2026,254.7396415
REGION1,ATNGSIPI0,1,2026,147.825
REGION1,ATNGSIPI0,2,2026,0.0
REGION1,ATNGSKPI0,1,2026,323.901
REGION1,ATNGSKPI0,2,2026,2063.5056
REGION1,BENGDEPI0,1,2026,546.86052
REGION1,BENGDEPI0,2,2026,572.61492
REGION1,BENGFRPI0,1,2026,1103.76
REGION1,BENGFRPI0,2,2026,354.78
REGION1,BENGUKPI0,1,2026,1055.6676
REGION1,BENGUKPI0,2,2026,856.3338
REGION1,BENGNLPI0,1,2026,444.6576
REGION1,BENGNLPI0,2,2026,1822.7808
REGION1,BGNGGRPI0,1,2026,154.38186
REGION1,BGNGGRPI0,2,2026,87.09192
REGION1,BGNGROPI0,1,2026,240.57369
REGION1,BGNGROPI0,2,2026,339.902892
REGION1,BYNGLTPI0,1,2026,0.0
REGION1,CYNGEGPI0,1,2026,0.0
REGION1,CYNGGRPI0,1,2026,0.0
REGION1,CYNGGRPI0,2,2026,0.0
REGION1,CZNGDEPI0,1,2026,1407.951
REGION1,CZNGDEPI0,2,2026,1819.125252
REGION1,CZNGPLPI0,1,2026,36.83152512
REGION1,CZNGPLPI0,2,2026,0.0
REGION1,CZNGSKPI0,1,2026,1637.7696
REGION1,CZNGSKPI0,2,2026,601.2864
REGION1,DENGCHPI0,1,2026,455.52438
REGION1,DENGCHPI0,2,2026,315.36
REGION1,DENGFRPI0,1,2026,806.45436
REGION1,DENGNLPI0,1,2026,671.04666
REGION1,DENGNLPI0,2,2026,2903.95314
REGION1,DENGPLPI0,1,2026,63.9918
REGION1,DENGPLPI0,2,2026,0.1314
REGION1,DKNGDEPI0,1,2026,5.42682
REGION1,DKNGDEPI0,2,2026,162.55494
REGION1,DKNGPLPI0,1,2026,422.929296
REGION1,DKNGPLPI0,2,2026,119.574
REGION1,DKNGSEPI0,1,2026,115.3692
REGION1,DKNGSEPI0,2,2026,115.3692
REGION1,DZNGESPI0,1,2026,442.9802501
REGION1,DZNGITPI0,1,2026,1582.29252
REGION1,EENGFIPI0,1,2026,71.7444
REGION1,EENGFIPI0,2,2026,118.26
REGION1,EENGLVPI0,1,2026,137.97
REGION1,EENGLVPI0,2,2026,137.97
REGION1,FRNGCHPI0,1,2026,340.89102
REGION1,FRNGCHPI0,2,2026,250.23816
REGION1,FRNGESPI0,1,2026,216.24498
REGION1,FRNGESPI0,2,2026,294.8616
REGION1,GRNGITPI0,1,2026,0.0
REGION1,HRNGHUPI0,1,2026,67.9921416
REGION1,HRNGHUPI0,2,2026,101.95326
REGION1,HRNGSIPI0,1,2026,10.15722
REGION1,HRNGSIPI0,2,2026,70.5618
REGION1,HUNGROPI0,1,2026,101.78244
REGION1,HUNGROPI0,2,2026,96.40818
REGION1,HUNGSKPI0,1,2026,66.85632
REGION1,HUNGSKPI0,2,2026,169.46658
REGION1,IENGUKPI0,1,2026,0.0
REGION1,IENGUKPI0,2,2026,508.3866
REGION1,ITNGCHPI0,1,2026,580.1231055
REGION1,ITNGCHPI0,2,2026,847.75338
REGION1,ITNGMTPI0,1,2026,0.0
REGION1,ITNGMTPI0,2,2026,0.0
REGION1,ITNGSIPI0,1,2026,37.1862
REGION1,ITNGSIPI0,2,2026,33.7698
REGION1,LTNGPLPI0,1,2026,76.3029288
REGION1,LTNGPLPI0,2,2026,28.130112
REGION1,LVNGLTPI0,1,2026,85.5414
REGION1,LVNGLTPI0,2,2026,118.26
REGION1,LYNGITPI0,1,2026,0.0
REGION1,MANGESPI0,1,2026,0.0
REGION1,MDNGROPI0,1,2026,28.32984
REGION1,NLNGUKPI0,1,2026,649.6416
REGION1,NLNGUKPI0,2,2026,220.752
REGION1,NONGBEPI0,1,2026,641.232
REGION1,NONGDEPI0,1,2026,1638.4923
REGION1,NONGDKPI0,1,2026,403.1352
REGION1,NONGFRPI0,1,2026,748.98
REGION1,NONGUKPI0,1,2026,1969.8174
REGION1,NONGNLPI0,1,2026,1267.7472
REGION1,PLNGSKPI0,1,2026,189.216
REGION1,PLNGSKPI0,2,2026,228.55716
REGION1,PTNGESPI0,1,2026,105.12
REGION1,PTNGESPI0,2,2026,189.216
REGION1,RSNGBGPI0,1,2026,520.769736
REGION1,RSNGHUPI0,1,2026,322.92864
REGION1,RSNGROPI0,1,2026,0.0
REGION1,RUNGEEPI0,1,2026,96.579
REGION1,RUNGFIPI0,1,2026,289.08
REGION1,RUNGLVPI0,1,2026,0.0
REGION1,TRNGBGPI0,1,2026,757.405368
REGION1,TRNGGRPI0,1,2026,30.24828
REGION1,UANGHUPI0,1,2026,679.95558
REGION1,UANGPLPI0,1,2026,178.1784
REGION1,UANGROPI0,1,2026,1461.83814
REGION1,UANGSKPI0,1,2026,2992.7664
REGION1,BENGLUPI0,1,2026,231.12
REGION1,NGNGDZPI0,1,2026,0.0
REGION1,MZNGZAPI0,1,2026,212.0
REGION1,NGNGLYPI0,1,2026,0.0
REGION1,ETNGDJPI0,1,2026,0.0
REGION1,NGNGGQPI0,1,2026,0.0
REGION1,TZNGKEPI0,1,2026,0.0
REGION1,NGNGMAPI0,1,2026,0.0
REGION1,NGNGBJPI0,1,2026,175.85
REGION1,NGNGGHPI0,1,2026,175.85
REGION1,NGNGNEPI0,1,2026,1140.0
REGION1,NGNGTGPI0,1,2026,175.85
REGION1,NGNGTNPI0,1,2026,1273.0
REGION1,DZNGMAPI0,1,2026,456.0
REGION1,ALNGGRPI0,1,2027,53.03304
REGION1,ALNGITPI0,1,2027,722.20068
REGION1,ATNGDEPI0,1,2027,558.85734
REGION1,ATNGDEPI0,2,2027,606.58182
REGION1,ATNGHUPI0,1,2027,201.14712
REGION1,ATNGITPI0,1,2027,1577.27304
REGION1,ATNGITPI0,2,2027,254.7396415
REGION1,ATNGSIPI0,1,2027,147.825
REGION1,ATNGSIPI0,2,2027,0.0
REGION1,ATNGSKPI0,1,2027,323.901
REGION1,ATNGSKPI0,2,2027,2063.5056
REGION1,BENGDEPI0,1,2027,546.86052
REGION1,BENGDEPI0,2,2027,572.61492
REGION1,BENGFRPI0,1,2027,1103.76
REGION1,BENGFRPI0,2,2027,354.78
REGION1,BENGUKPI0,1,2027,1055.6676
REGION1,BENGUKPI0,2,2027,856.3338
REGION1,BENGNLPI0,1,2027,444.6576
REGION1,BENGNLPI0,2,2027,1822.7808
REGION1,BGNGGRPI0,1,2027,154.38186
REGION1,BGNGGRPI0,2,2027,87.09192
REGION1,BGNGROPI0,1,2027,240.57369
REGION1,BGNGROPI0,2,2027,339.902892
REGION1,BYNGLTPI0,1,2027,0.0
REGION1,CYNGEGPI0,1,2027,0.0
REGION1,CYNGGRPI0,1,2027,0.0
REGION1,CYNGGRPI0,2,2027,0.0
REGION1,CZNGDEPI0,1,2027,1407.951
REGION1,CZNGDEPI0,2,2027,1819.125252
REGION1,CZNGPLPI0,1,2027,36.83152512
REGION1,CZNGPLPI0,2,2027,0.0
REGION1,CZNGSKPI0,1,2027,1637.7696
REGION1,CZNGSKPI0,2,2027,601.2864
REGION1,DENGCHPI0,1,2027,455.52438
REGION1,DENGCHPI0,2,2027,315.36
REGION1,DENGFRPI0,1,2027,806.45436
REGION1,DENGNLPI0,1,2027,671.04666
REGION1,DENGNLPI0,2,2027,2903.95314
REGION1,DENGPLPI0,1,2027,63.9918
REGION1,DENGPLPI0,2,2027,0.1314
REGION1,DKNGDEPI0,1,2027,5.42682
REGION1,DKNGDEPI0,2,2027,162.55494
REGION1,DKNGPLPI0,1,2027,422.929296
REGION1,DKNGPLPI0,2,2027,119.574
REGION1,DKNGSEPI0,1,2027,115.3692
REGION1,DKNGSEPI0,2,2027,115.3692
REGION1,DZNGESPI0,1,2027,442.9802501
REGION1,DZNGITPI0,1,2027,1582.29252
REGION1,EENGFIPI0,1,2027,71.7444
REGION1,EENGFIPI0,2,2027,118.26
REGION1,EENGLVPI0,1,2027,137.97
REGION1,EENGLVPI0,2,2027,137.97
REGION1,FRNGCHPI0,1,2027,340.89102
REGION1,FRNGCHPI0,2,2027,250.23816
REGION1,FRNGESPI0,1,2027,216.24498
REGION1,FRNGESPI0,2,2027,294.8616
REGION1,GRNGITPI0,1,2027,0.0
REGION1,HRNGHUPI0,1,2027,67.9921416
REGION1,HRNGHUPI0,2,2027,101.95326
REGION1,HRNGSIPI0,1,2027,10.15722
REGION1,HRNGSIPI0,2,2027,70.5618
REGION1,HUNGROPI0,1,2027,101.78244
REGION1,HUNGROPI0,2,2027,96.40818
REGION1,HUNGSKPI0,1,2027,66.85632
REGION1,HUNGSKPI0,2,2027,169.46658
REGION1,IENGUKPI0,1,2027,0.0
REGION1,IENGUKPI0,2,2027,508.3866
REGION1,ITNGCHPI0,1,2027,580.1231055
REGION1,ITNGCHPI0,2,2027,847.75338
REGION1,ITNGMTPI0,1,2027,0.0
REGION1,ITNGMTPI0,2,2027,0.0
REGION1,ITNGSIPI0,1,2027,37.1862
REGION1,ITNGSIPI0,2,2027,33.7698
REGION1,LTNGPLPI0,1,2027,76.3029288
REGION1,LTNGPLPI0,2,2027,28.130112
REGION1,LVNGLTPI0,1,2027,85.5414
REGION1,LVNGLTPI0,2,2027,118.26
REGION1,LYNGITPI0,1,2027,0.0
REGION1,MANGESPI0,1,2027,0.0
REGION1,MDNGROPI0,1,2027,28.32984
REGION1,NLNGUKPI0,1,2027,649.6416
REGION1,NLNGUKPI0,2,2027,220.752
REGION1,NONGBEPI0,1,2027,641.232
REGION1,NONGDEPI0,1,2027,1638.4923
REGION1,NONGDKPI0,1,2027,403.1352
REGION1,NONGFRPI0,1,2027,748.98
REGION1,NONGUKPI0,1,2027,1969.8174
REGION1,NONGNLPI0,1,2027,1267.7472
REGION1,PLNGSKPI0,1,2027,189.216
REGION1,PLNGSKPI0,2,2027,228.55716
REGION1,PTNGESPI0,1,2027,105.12
REGION1,PTNGESPI0,2,2027,189.216
REGION1,RSNGBGPI0,1,2027,520.769736
REGION1,RSNGHUPI0,1,2027,322.92864
REGION1,RSNGROPI0,1,2027,0.0
REGION1,RUNGEEPI0,1,2027,96.579
REGION1,RUNGFIPI0,1,2027,289.08
REGION1,RUNGLVPI0,1,2027,0.0
REGION1,TRNGBGPI0,1,2027,757.405368
REGION1,TRNGGRPI0,1,2027,30.24828
REGION1,UANGHUPI0,1,2027,679.95558
REGION1,UANGPLPI0,1,2027,178.1784
REGION1,UANGROPI0,1,2027,1461.83814
REGION1,UANGSKPI0,1,2027,2992.7664
REGION1,BENGLUPI0,1,2027,231.12
REGION1,NGNGDZPI0,1,2027,0.0
REGION1,MZNGZAPI0,1,2027,212.0
REGION1,NGNGLYPI0,1,2027,0.0
REGION1,ETNGDJPI0,1,2027,0.0
REGION1,NGNGGQPI0,1,2027,0.0
REGION1,TZNGKEPI0,1,2027,0.0
REGION1,NGNGMAPI0,1,2027,0.0
REGION1,NGNGBJPI0,1,2027,175.85
REGION1,NGNGGHPI0,1,2027,175.85
REGION1,NGNGNEPI0,1,2027,1140.0
REGION1,NGNGTGPI0,1,2027,175.85
REGION1,NGNGTNPI0,1,2027,1273.0
REGION1,DZNGMAPI0,1,2027,456.0
REGION1,ALNGGRPI0,1,2028,53.03304
REGION1,ALNGITPI0,1,2028,722.20068
REGION1,ATNGDEPI0,1,2028,558.85734
REGION1,ATNGDEPI0,2,2028,606.58182
REGION1,ATNGHUPI0,1,2028,201.14712
REGION1,ATNGITPI0,1,2028,1577.27304
REGION1,ATNGITPI0,2,2028,254.7396415
REGION1,ATNGSIPI0,1,2028,147.825
REGION1,ATNGSIPI0,2,2028,0.0
REGION1,ATNGSKPI0,1,2028,323.901
REGION1,ATNGSKPI0,2,2028,2063.5056
REGION1,BENGDEPI0,1,2028,546.86052
REGION1,BENGDEPI0,2,2028,572.61492
REGION1,BENGFRPI0,1,2028,1103.76
REGION1,BENGFRPI0,2,2028,354.78
REGION1,BENGUKPI0,1,2028,1055.6676
REGION1,BENGUKPI0,2,2028,856.3338
REGION1,BENGNLPI0,1,2028,444.6576
REGION1,BENGNLPI0,2,2028,1822.7808
REGION1,BGNGGRPI0,1,2028,154.38186
REGION1,BGNGGRPI0,2,2028,87.09192
REGION1,BGNGROPI0,1,2028,240.57369
REGION1,BGNGROPI0,2,2028,339.902892
REGION1,BYNGLTPI0,1,2028,0.0
REGION1,CYNGEGPI0,1,2028,0.0
REGION1,CYNGGRPI0,1,2028,0.0
REGION1,CYNGGRPI0,2,2028,0.0
REGION1,CZNGDEPI0,1,2028,1407.951
REGION1,CZNGDEPI0,2,2028,1819.125252
REGION1,CZNGPLPI0,1,2028,36.83152512
REGION1,CZNGPLPI0,2,2028,0.0
REGION1,CZNGSKPI0,1,2028,1637.7696
REGION1,CZNGSKPI0,2,2028,601.2864
REGION1,DENGCHPI0,1,2028,455.52438
REGION1,DENGCHPI0,2,2028,315.36
REGION1,DENGFRPI0,1,2028,806.45436
REGION1,DENGNLPI0,1,2028,671.04666
REGION1,DENGNLPI0,2,2028,2903.95314
REGION1,DENGPLPI0,1,2028,63.9918
REGION1,DENGPLPI0,2,2028,0.1314
REGION1,DKNGDEPI0,1,2028,5.42682
REGION1,DKNGDEPI0,2,2028,162.55494
REGION1,DKNGPLPI0,1,2028,422.929296
REGION1,DKNGPLPI0,2,2028,119.574
REGION1,DKNGSEPI0,1,2028,115.3692
REGION1,DKNGSEPI0,2,2028,115.3692
REGION1,DZNGESPI0,1,2028,442.9802501
REGION1,DZNGITPI0,1,2028,1582.29252
REGION1,EENGFIPI0,1,2028,71.7444
REGION1,EENGFIPI0,2,2028,118.26
REGION1,EENGLVPI0,1,2028,137.97
REGION1,EENGLVPI0,2,2028,137.97
REGION1,FRNGCHPI0,1,2028,340.89102
REGION1,FRNGCHPI0,2,2028,250.23816
REGION1,FRNGESPI0,1,2028,216.24498
REGION1,FRNGESPI0,2,2028,294.8616
REGION1,GRNGITPI0,1,2028,0.0
REGION1,HRNGHUPI0,1,2028,67.9921416
REGION1,HRNGHUPI0,2,2028,101.95326
REGION1,HRNGSIPI0,1,2028,10.15722
REGION1,HRNGSIPI0,2,2028,70.5618
REGION1,HUNGROPI0,1,2028,101.78244
REGION1,HUNGROPI0,2,2028,96.40818
REGION1,HUNGSKPI0,1,2028,66.85632
REGION1,HUNGSKPI0,2,2028,169.46658
REGION1,IENGUKPI0,1,2028,0.0
REGION1,IENGUKPI0,2,2028,508.3866
REGION1,ITNGCHPI0,1,2028,580.1231055
REGION1,ITNGCHPI0,2,2028,847.75338
REGION1,ITNGMTPI0,1,2028,0.0
REGION1,ITNGMTPI0,2,2028,0.0
REGION1,ITNGSIPI0,1,2028,37.1862
REGION1,ITNGSIPI0,2,2028,33.7698
REGION1,LTNGPLPI0,1,2028,76.3029288
REGION1,LTNGPLPI0,2,2028,28.130112
REGION1,LVNGLTPI0,1,2028,85.5414
REGION1,LVNGLTPI0,2,2028,118.26
REGION1,LYNGITPI0,1,2028,0.0
REGION1,MANGESPI0,1,2028,0.0
REGION1,MDNGROPI0,1,2028,28.32984
REGION1,NLNGUKPI0,1,2028,649.6416
REGION1,NLNGUKPI0,2,2028,220.752
REGION1,NONGBEPI0,1,2028,641.232
REGION1,NONGDEPI0,1,2028,1638.4923
REGION1,NONGDKPI0,1,2028,403.1352
REGION1,NONGFRPI0,1,2028,748.98
REGION1,NONGUKPI0,1,2028,1969.8174
REGION1,NONGNLPI0,1,2028,1267.7472
REGION1,PLNGSKPI0,1,2028,189.216
REGION1,PLNGSKPI0,2,2028,228.55716
REGION1,PTNGESPI0,1,2028,105.12
REGION1,PTNGESPI0,2,2028,189.216
REGION1,RSNGBGPI0,1,2028,520.769736
REGION1,RSNGHUPI0,1,2028,322.92864
REGION1,RSNGROPI0,1,2028,0.0
REGION1,RUNGEEPI0,1,2028,96.579
REGION1,RUNGFIPI0,1,2028,289.08
REGION1,RUNGLVPI0,1,2028,0.0
REGION1,TRNGBGPI0,1,2028,757.405368
REGION1,TRNGGRPI0,1,2028,30.24828
REGION1,UANGHUPI0,1,2028,679.95558
REGION1,UANGPLPI0,1,2028,178.1784
REGION1,UANGROPI0,1,2028,1461.83814
REGION1,UANGSKPI0,1,2028,2992.7664
REGION1,BENGLUPI0,1,2028,231.12
REGION1,NGNGDZPI0,1,2028,0.0
REGION1,MZNGZAPI0,1,2028,212.0
REGION1,NGNGLYPI0,1,2028,0.0
REGION1,ETNGDJPI0,1,2028,0.0
REGION1,NGNGGQPI0,1,2028,0.0
REGION1,TZNGKEPI0,1,2028,0.0
REGION1,NGNGMAPI0,1,2028,0.0
REGION1,NGNGBJPI0,1,2028,175.85
REGION1,NGNGGHPI0,1,2028,175.85
REGION1,NGNGNEPI0,1,2028,1140.0
REGION1,NGNGTGPI0,1,2028,175.85
REGION1,NGNGTNPI0,1,2028,1273.0
REGION1,DZNGMAPI0,1,2028,456.0
REGION1,ALNGGRPI0,1,2029,53.03304
REGION1,ALNGITPI0,1,2029,722.20068
REGION1,ATNGDEPI0,1,2029,558.85734
REGION1,ATNGDEPI0,2,2029,606.58182
REGION1,ATNGHUPI0,1,2029,201.14712
REGION1,ATNGITPI0,1,2029,1577.27304
REGION1,ATNGITPI0,2,2029,254.7396415
REGION1,ATNGSIPI0,1,2029,147.825
REGION1,ATNGSIPI0,2,2029,0.0
REGION1,ATNGSKPI0,1,2029,323.901
REGION1,ATNGSKPI0,2,2029,2063.5056
REGION1,BENGDEPI0,1,2029,546.86052
REGION1,BENGDEPI0,2,2029,572.61492
REGION1,BENGFRPI0,1,2029,1103.76
REGION1,BENGFRPI0,2,2029,354.78
REGION1,BENGUKPI0,1,2029,1055.6676
REGION1,BENGUKPI0,2,2029,856.3338
REGION1,BENGNLPI0,1,2029,444.6576
REGION1,BENGNLPI0,2,2029,1822.7808
REGION1,BGNGGRPI0,1,2029,154.38186
REGION1,BGNGGRPI0,2,2029,87.09192
REGION1,BGNGROPI0,1,2029,240.57369
REGION1,BGNGROPI0,2,2029,339.902892
REGION1,BYNGLTPI0,1,2029,0.0
REGION1,CYNGEGPI0,1,2029,0.0
REGION1,CYNGGRPI0,1,2029,0.0
REGION1,CYNGGRPI0,2,2029,0.0
REGION1,CZNGDEPI0,1,2029,1407.951
REGION1,CZNGDEPI0,2,2029,1819.125252
REGION1,CZNGPLPI0,1,2029,36.83152512
REGION1,CZNGPLPI0,2,2029,0.0
REGION1,CZNGSKPI0,1,2029,1637.7696
REGION1,CZNGSKPI0,2,2029,601.2864
REGION1,DENGCHPI0,1,2029,455.52438
REGION1,DENGCHPI0,2,2029,315.36
REGION1,DENGFRPI0,1,2029,806.45436
REGION1,DENGNLPI0,1,2029,671.04666
REGION1,DENGNLPI0,2,2029,2903.95314
REGION1,DENGPLPI0,1,2029,63.9918
REGION1,DENGPLPI0,2,2029,0.1314
REGION1,DKNGDEPI0,1,2029,5.42682
REGION1,DKNGDEPI0,2,2029,162.55494
REGION1,DKNGPLPI0,1,2029,422.929296
REGION1,DKNGPLPI0,2,2029,119.574
REGION1,DKNGSEPI0,1,2029,115.3692
REGION1,DKNGSEPI0,2,2029,115.3692
REGION1,DZNGESPI0,1,2029,442.9802501
REGION1,DZNGITPI0,1,2029,1582.29252
REGION1,EENGFIPI0,1,2029,71.7444
REGION1,EENGFIPI0,2,2029,118.26
REGION1,EENGLVPI0,1,2029,137.97
REGION1,EENGLVPI0,2,2029,137.97
REGION1,FRNGCHPI0,1,2029,340.89102
REGION1,FRNGCHPI0,2,2029,250.23816
REGION1,FRNGESPI0,1,2029,216.24498
REGION1,FRNGESPI0,2,2029,294.8616
REGION1,GRNGITPI0,1,2029,0.0
REGION1,HRNGHUPI0,1,2029,67.9921416
REGION1,HRNGHUPI0,2,2029,101.95326
REGION1,HRNGSIPI0,1,2029,10.15722
REGION1,HRNGSIPI0,2,2029,70.5618
REGION1,HUNGROPI0,1,2029,101.78244
REGION1,HUNGROPI0,2,2029,96.40818
REGION1,HUNGSKPI0,1,2029,66.85632
REGION1,HUNGSKPI0,2,2029,169.46658
REGION1,IENGUKPI0,1,2029,0.0
REGION1,IENGUKPI0,2,2029,508.3866
REGION1,ITNGCHPI0,1,2029,580.1231055
REGION1,ITNGCHPI0,2,2029,847.75338
REGION1,ITNGMTPI0,1,2029,0.0
REGION1,ITNGMTPI0,2,2029,0.0
REGION1,ITNGSIPI0,1,2029,37.1862
REGION1,ITNGSIPI0,2,2029,33.7698
REGION1,LTNGPLPI0,1,2029,76.3029288
REGION1,LTNGPLPI0,2,2029,28.130112
REGION1,LVNGLTPI0,1,2029,85.5414
REGION1,LVNGLTPI0,2,2029,118.26
REGION1,LYNGITPI0,1,2029,0.0
REGION1,MANGESPI0,1,2029,0.0
REGION1,MDNGROPI0,1,2029,28.32984
REGION1,NLNGUKPI0,1,2029,649.6416
REGION1,NLNGUKPI0,2,2029,220.752
REGION1,NONGBEPI0,1,2029,641.232
REGION1,NONGDEPI0,1,2029,1638.4923
REGION1,NONGDKPI0,1,2029,403.1352
REGION1,NONGFRPI0,1,2029,748.98
REGION1,NONGUKPI0,1,2029,1969.8174
REGION1,NONGNLPI0,1,2029,1267.7472
REGION1,PLNGSKPI0,1,2029,189.216
REGION1,PLNGSKPI0,2,2029,228.55716
REGION1,PTNGESPI0,1,2029,105.12
REGION1,PTNGESPI0,2,2029,189.216
REGION1,RSNGBGPI0,1,2029,520.769736
REGION1,RSNGHUPI0,1,2029,322.92864
REGION1,RSNGROPI0,1,2029,0.0
REGION1,RUNGEEPI0,1,2029,96.579
REGION1,RUNGFIPI0,1,2029,289.08
REGION1,RUNGLVPI0,1,2029,0.0
REGION1,TRNGBGPI0,1,2029,757.405368
REGION1,TRNGGRPI0,1,2029,30.24828
REGION1,UANGHUPI0,1,2029,679.95558
REGION1,UANGPLPI0,1,2029,178.1784
REGION1,UANGROPI0,1,2029,1461.83814
REGION1,UANGSKPI0,1,2029,2992.7664
REGION1,BENGLUPI0,1,2029,231.12
REGION1,NGNGDZPI0,1,2029,0.0
REGION1,MZNGZAPI0,1,2029,212.0
REGION1,NGNGLYPI0,1,2029,0.0
REGION1,ETNGDJPI0,1,2029,0.0
REGION1,NGNGGQPI0,1,2029,0.0
REGION1,TZNGKEPI0,1,2029,0.0
REGION1,NGNGMAPI0,1,2029,0.0
REGION1,NGNGBJPI0,1,2029,175.85
REGION1,NGNGGHPI0,1,2029,175.85
REGION1,NGNGNEPI0,1,2029,1140.0
REGION1,NGNGTGPI0,1,2029,175.85
REGION1,NGNGTNPI0,1,2029,1273.0
REGION1,DZNGMAPI0,1,2029,456.0
REGION1,ALNGGRPI0,1,2030,53.03304
REGION1,ALNGITPI0,1,2030,1371.7503
REGION1,ATNGDEPI0,1,2030,1711.061892
REGION1,ATNGDEPI0,2,2030,1643.401404
REGION1,ATNGHUPI0,1,2030,402.29424
REGION1,ATNGITPI0,1,2030,3122.68158
REGION1,ATNGITPI0,2,2030,823.7673415
REGION1,ATNGSIPI0,1,2030,295.65
REGION1,ATNGSIPI0,2,2030,218.781
REGION1,ATNGSKPI0,1,2030,829.5282
REGION1,ATNGSKPI0,2,2030,4308.7374
REGION1,BENGDEPI0,1,2030,1389.176568
REGION1,BENGDEPI0,2,2030,1040.217861
REGION1,BENGFRPI0,1,2030,1800.18
REGION1,BENGFRPI0,2,2030,710.874
REGION1,BENGUKPI0,1,2030,2111.3352
REGION1,BENGUKPI0,2,2030,1712.6676
REGION1,BENGNLPI0,1,2030,1012.3056
REGION1,BENGNLPI0,2,2030,2755.699061
REGION1,BGNGGRPI0,1,2030,312.5349
REGION1,BGNGGRPI0,2,2030,632.74356
REGION1,BGNGROPI0,1,2030,643.753566
REGION1,BGNGROPI0,2,2030,644.06367
REGION1,BYNGLTPI0,1,2030,427.5756
REGION1,CYNGEGPI0,1,2030,0.0
REGION1,CYNGGRPI0,1,2030,433.62
REGION1,CYNGGRPI0,2,2030,39.42
REGION1,CZNGDEPI0,1,2030,3026.70702
REGION1,CZNGDEPI0,2,2030,2766.808332
REGION1,CZNGPLPI0,1,2030,114.3969451
REGION1,CZNGPLPI0,2,2030,54.9252
REGION1,CZNGSKPI0,1,2030,3601.64772
REGION1,CZNGSKPI0,2,2030,1218.26196
REGION1,DENGCHPI0,1,2030,978.0075194
REGION1,DENGCHPI0,2,2030,541.368
REGION1,DENGFRPI0,1,2030,1213.79436
REGION1,DENGNLPI0,1,2030,3028.119588
REGION1,DENGNLPI0,2,2030,4237.623143
REGION1,DENGPLPI0,1,2030,468.61182
REGION1,DENGPLPI0,2,2030,0.24966
REGION1,DKNGDEPI0,1,2030,58.14290218
REGION1,DKNGDEPI0,2,2030,325.059948
REGION1,DKNGPLPI0,1,2030,845.511696
REGION1,DKNGPLPI0,2,2030,239.4108
REGION1,DKNGSEPI0,1,2030,115.3692
REGION1,DKNGSEPI0,2,2030,115.3692
REGION1,DZNGESPI0,1,2030,885.9559301
REGION1,DZNGITPI0,1,2030,3099.2661
REGION1,EENGFIPI0,1,2030,164.3814
REGION1,EENGFIPI0,2,2030,220.752
REGION1,EENGLVPI0,1,2030,275.94
REGION1,EENGLVPI0,2,2030,275.94
REGION1,FRNGCHPI0,1,2030,681.2433
REGION1,FRNGCHPI0,2,2030,381.63816
REGION1,FRNGESPI0,1,2030,432.48996
REGION1,FRNGESPI0,2,2030,589.7232
REGION1,GRNGITPI0,1,2030,420.48
REGION1,HRNGHUPI0,1,2030,203.2027416
REGION1,HRNGHUPI0,2,2030,203.90652
REGION1,HRNGSIPI0,1,2030,112.0842
REGION1,HRNGSIPI0,2,2030,141.1236
REGION1,HUNGROPI0,1,2030,203.56488
REGION1,HUNGROPI0,2,2030,192.81636
REGION1,HUNGSKPI0,1,2030,133.71264
REGION1,HUNGSKPI0,2,2030,338.93316
REGION1,IENGUKPI0,1,2030,87.1182
REGION1,IENGUKPI0,2,2030,1044.4329
REGION1,ITNGCHPI0,1,2030,1089.758005
REGION1,ITNGCHPI0,2,2030,1689.3441
REGION1,ITNGMTPI0,1,2030,0.0
REGION1,ITNGMTPI0,2,2030,0.0
REGION1,ITNGSIPI0,1,2030,100.02168
REGION1,ITNGSIPI0,2,2030,93.04434
REGION1,LTNGPLPI0,1,2030,152.6058576
REGION1,LTNGPLPI0,2,2030,124.472592
REGION1,LVNGLTPI0,1,2030,193.2894
REGION1,LVNGLTPI0,2,2030,236.52
REGION1,LYNGITPI0,1,2030,648.77436
REGION1,MANGESPI0,1,2030,581.9049
REGION1,MDNGROPI0,1,2030,56.71224
REGION1,NLNGUKPI0,1,2030,1299.2832
